Date Added to Catalog	PUBMEDID	First Author	Date	Journal	Link	Study	Disease/Trait	Initial Sample Size	Replication Sample Size	Region	Chr_id	Chr_pos	Reported Gene(s)	Mapped_gene	Upstream_gene_id	Downstream_gene_id	Snp_gene_ids	Upstream_gene_distance	Downstream_gene_distance	Strongest SNP-Risk Allele	SNPs	Merged	Snp_id_current	Context	Intergenic	Risk Allele Frequency	p-Value	Pvalue_mlog	p-Value (text)	OR or beta	95% CI (text)	Platform [SNPs passing QC]
	17903307	Wilk JB	2007-09-18	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/17903307	Framingham Heart Study genome-wide association: results for pulmonary function measures.	Pulmonary function	Up to 1,222 individuals	NA	7q33	7	138364642	intergenic	RPS17P12 - IMPDH1P3	442726	136307		66135	75951	rs357394-?	rs357394		357394		1	NR	9.0E-6	5.045757490560675	(ppFVC)			Affymetrix[70,897]
	21878436	Sampietro ML	2011-08-29	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/21878436	A genome-wide association study identifies a region at chromosome 12 as a potential susceptibility locus for restenosis after percutaneous coronary intervention.	Coronary restenosis	295 European ancestry cases, 571 European ancestry controls	455 European ancestry cases, 2,880 European ancestry controls	12q23.3	12	103518728	STAB2, C12orf42, NT5DC3	C12orf42 - STAB2	374470	55576		22718	68561	rs10861032-C	rs10861032		10861032		1	NR	1.0E-7	7.0				Illumina [556,099]
	19300500	Wilk JB	2009-03-20	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/19300500	A genome-wide association study of pulmonary function measures in the Framingham Heart Study.	Pulmonary function	7,691 European ancestry individuals	835 European ancestry individuals	4q31.21	4	144539078	HHIP	GYPA - KRT18P51	2993	391703		398327	33160	rs13147758-G	rs13147758		13147758		1	0.39	8.0E-11	10.096910013008056		0.1	[NR]	Affymetrix [2,540,223] (imputed)
	19567438	Elliott P	2009-06-30	JAMA	www.ncbi.nlm.nih.gov/pubmed/19567438	Genetic Loci associated with C-reactive protein levels and risk of coronary heart disease.	C-reactive protein	17,967 European ancestry and Indian Asian ancestry individuals	13,615 European ancestry and Indian Asian ancestry Individuals	1p31.3	1	65624099	LEPR	LEPR			3953			rs6700896-T	rs6700896		6700896	intron	0	NR	3.0E-14	13.522878745280337		14.8	[12.0-17.6]	Affymetrix, Illumina & Perlegen [~1.4 million] (imputed)
	19567438	Elliott P	2009-06-30	JAMA	www.ncbi.nlm.nih.gov/pubmed/19567438	Genetic Loci associated with C-reactive protein levels and risk of coronary heart disease.	C-reactive protein	17,967 European ancestry and Indian Asian ancestry individuals	13,615 European ancestry and Indian Asian ancestry Individuals	1q21.3	1	154446403	IL6R	IL6R			3570			rs4537545-T	rs4537545		4537545	intron	0	NR	2.0E-14	13.698970004336019		11.5	[8.5-14.4]	Affymetrix, Illumina & Perlegen [~1.4 million] (imputed)
	19567438	Elliott P	2009-06-30	JAMA	www.ncbi.nlm.nih.gov/pubmed/19567438	Genetic Loci associated with C-reactive protein levels and risk of coronary heart disease.	C-reactive protein	17,967 European ancestry and Indian Asian ancestry individuals	13,615 European ancestry and Indian Asian ancestry Individuals	1q23.2	1	159728759	CRP	CRP - RPL27P2	1401	646446		14170	30385	rs7553007-A	rs7553007		7553007		1	NR	8.0E-44	43.096910013008056		20.7	[18.9-23.4]	Affymetrix, Illumina & Perlegen [~1.4 million] (imputed)
	19567438	Elliott P	2009-06-30	JAMA	www.ncbi.nlm.nih.gov/pubmed/19567438	Genetic Loci associated with C-reactive protein levels and risk of coronary heart disease.	C-reactive protein	17,967 European ancestry and Indian Asian ancestry individuals	13,615 European ancestry and Indian Asian ancestry Individuals	12q24.31	12	120983004	HNF1A	HNF1A			6927			rs1183910-T	rs1183910		1183910	intron	0	NR	1.0E-30	30.0		13.8	[10.9-16.6]	Affymetrix, Illumina & Perlegen [~1.4 million] (imputed)
	19567438	Elliott P	2009-06-30	JAMA	www.ncbi.nlm.nih.gov/pubmed/19567438	Genetic Loci associated with C-reactive protein levels and risk of coronary heart disease.	C-reactive protein	17,967 European ancestry and Indian Asian ancestry individuals	13,615 European ancestry and Indian Asian ancestry Individuals	19q13.32	19	44919689	APOE, APOCII, APOC1	APOC1			341			rs4420638-G	rs4420638		4420638	nearGene-3	0	NR	5.0E-27	26.30102999566398		21.8	[18.1-25.3]	Affymetrix, Illumina & Perlegen [~1.4 million] (imputed)
	24952865	Akerblom A	2014-04-03	Am Heart J	www.ncbi.nlm.nih.gov/pubmed/24952865	Polymorphism of the cystatin C gene in patients with acute coronary syndromes: Results from the PLATelet inhibition and patient Outcomes study.	Plasma cystastin c levels in acute coronary syndrome	9,801 European ancestry cases, 57 Black cases, 90 Oriental ancestry cases, 30 cases	NA	20p11.21[rs35610040]; 20p11.21[rs13039536] / 20p11.21	20	23635832	CST3	CST3			1471			rs35610040-G	rs35610040		35610040	intron	0	0.205443	1.0E-26	26.0		0.0562	[NR]	Illumina [619,657]
	24952865	Akerblom A	2014-04-03	Am Heart J	www.ncbi.nlm.nih.gov/pubmed/24952865	Polymorphism of the cystatin C gene in patients with acute coronary syndromes: Results from the PLATelet inhibition and patient Outcomes study.	Plasma cystastin c levels in acute coronary syndrome	9,801 European ancestry cases, 57 Black cases, 90 Oriental ancestry cases, 30 cases	NA	20p11.21	20	23661790	CST3, CST4	CST3 - CST4	1472			23850		rs16985615-?	rs16985615		16985615		1	NR	4.0E-7	6.3979400086720375	(Conditioned on rs6048952)			Illumina [619,657]
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	4q31.21	4	144336787	GYPA, KRT18P51	GYPA - KRT18P51	2993	391703		196036	235451	rs6537278-?	rs6537278		6537278		1	NR	7.0E-7	6.154901959985743	(SBP,Pack-years)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	7p12.1	7	51797912	intergenic	CICP17 - POM121L12	642663	285877		413252	1237744	rs4947642-?	rs4947642		4947642		1	NR	1.0E-6	6.0	(SBP,Smoking)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	7q31.1	7	114358191	FOXP2, PPP1R3A	FOXP2			93986			rs12705959-?	rs12705959		12705959	intron	0	NR	3.0E-7	6.522878745280337	(SBP,CPD)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	8q24.12	8	119130800	COLEC10, MAL2	COLEC10 - MAL2	10584	114569		23832	77571	rs6989684-?	rs6989684		6989684		1	NR	2.0E-7	6.698970004336019	(SBP,Pack-years)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	8q24.12	8	119130800	COLEC10, MAL2	COLEC10 - MAL2	10584	114569		23832	77571	rs6989684-?	rs6989684		6989684		1	NR	4.0E-6	5.3979400086720375	(SBP,CPD)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	13q13.1	13	32053511	FRY	FRY			10129			rs9533282-?	rs9533282		9533282	intron	0	NR	2.0E-6	5.698970004336019	(SBP,CPD)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	13q31.3	13	93077032	GPC6, GPC5	GPC5-AS1 - GPC6	10082			149793		rs9561252-?	rs9561252		9561252		1	NR	6.0E-7	6.221848749616356	(SBP,CPD)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	13q31.3	13	93077032	GPC6, GPC5	GPC5-AS1 - GPC6	10082			149793		rs9561252-?	rs9561252		9561252		1	NR	2.0E-6	5.698970004336019	(SBP,Pack-years)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	14q31.1	14	79944098	NRXN3, LOC730007	TRSUP-CTA3-1 - DIO2	100189470	1734		1709531	253427	rs8010717-?	rs8010717		8010717		1	NR	3.0E-7	6.522878745280337	(SBP,CPD)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	14q31.1	14	79944098	NRXN3, LOC730007	TRSUP-CTA3-1 - DIO2	100189470	1734		1709531	253427	rs8010717-?	rs8010717		8010717		1	NR	1.0E-7	7.0	(SBP,Pack-years)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	14q31.1	14	79944098	NRXN3, LOC730007	TRSUP-CTA3-1 - DIO2	100189470	1734		1709531	253427	rs8010717-?	rs8010717		8010717		1	NR	1.0E-7	7.0	(SBP,Smoking)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	15q11.2	15	23402264	HERC2P6	GOLGA8S - HERC2P6	653061	8918		33940	28575	rs937741-?	rs937741		937741		1	NR	5.0E-7	6.301029995663981	(SBP,CPD)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	18q22.1	18	66903148	DSEL, CDH19	CDH19 - MIR5011	28513	100847002		299010	178436	rs7234531-?	rs7234531		7234531		1	NR	3.0E-7	6.522878745280337	(SBP,Pack-years)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	18q23	18	78734592	intergenic	LINC01029 - SALL3	101927715	27164		740865	245683	rs4573996-?	rs4573996		4573996		1	NR	3.0E-7	6.522878745280337	(SBP,CPD)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	22q12.1	22	27626764	MN1	RPL15P22 - MN1	100130624	4330		739183	121513	rs133980-?	rs133980		133980		1	NR	2.0E-8	7.698970004336019	(SBP,CPD)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	7p12.1	7	50729988	GRB10	GRB10			2887			rs10275663-?	rs10275663		10275663	intron	0	NR	8.0E-7	6.096910013008056	(DBP,CPD)			Affymetrix [2,485,435] (Imputed)
	21347282	Lettre G	2011-02-10	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21347282	Genome-wide association study of coronary heart disease and its risk factors in 8,090 African Americans: the NHLBI CARe Project.	Hypertension	4,069 African American cases, 3,848 African American controls	1,372 African American cases, 1,482 African American controls	7q22.1	7	100860471	SLC12A9	SLC12A9			56996			rs7801190-C	rs7801190		7801190	intron	0	0.72	3.0000000000000004E-8	7.522878745280337		1.31	[1.19-1.44]	Affymetrix [~2.74 million] (imputed)
	21347282	Lettre G	2011-02-10	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21347282	Genome-wide association study of coronary heart disease and its risk factors in 8,090 African Americans: the NHLBI CARe Project.	Hypertension	4,069 African American cases, 3,848 African American controls	1,372 African American cases, 1,482 African American controls	21q22.11	21	31068221	intergenic	UBE3AP2 - TIAM1	7339	7074		5054	50197	rs1475591-T	rs1475591		1475591		1	0.42	6.0E-6	5.221848749616356		1.18	[1.10-1.27]	Affymetrix [~2.74 million] (imputed)
	21347282	Lettre G	2011-02-10	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21347282	Genome-wide association study of coronary heart disease and its risk factors in 8,090 African Americans: the NHLBI CARe Project.	Hypertension	4,069 African American cases, 3,848 African American controls	1,372 African American cases, 1,482 African American controls	21q22.2	21	39751374	IGSF5	IGSF5			150084			rs1735151-T	rs1735151		1735151	intron	0	0.58	9.0E-6	5.045757490560675		1.16	[1.09-1.24]	Affymetrix [~2.74 million] (imputed)
	21347282	Lettre G	2011-02-10	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21347282	Genome-wide association study of coronary heart disease and its risk factors in 8,090 African Americans: the NHLBI CARe Project.	Hypertension	4,069 African American cases, 3,848 African American controls	1,372 African American cases, 1,482 African American controls	2p24.1	2	23675447	KLHL29	KLHL29			114818			rs4665630-?	rs4665630		4665630	intron	0	0.49	1.0E-7	7.0		1.2135922	[1.13-1.3]	Affymetrix [~2.74 million] (imputed)
	21347282	Lettre G	2011-02-10	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21347282	Genome-wide association study of coronary heart disease and its risk factors in 8,090 African Americans: the NHLBI CARe Project.	Hypertension	4,069 African American cases, 3,848 African American controls	1,372 African American cases, 1,482 African American controls	4q25	4	112002081	intergenic	RPL36AP23 - CCDC34P1	729075	100288584		449853	65925	rs17589290-?	rs17589290		17589290		1	0.04	6.0E-6	5.221848749616356		1.4285715	[1.22-1.67]	Affymetrix [~2.74 million] (imputed)
	21347282	Lettre G	2011-02-10	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21347282	Genome-wide association study of coronary heart disease and its risk factors in 8,090 African Americans: the NHLBI CARe Project.	Hypertension	4,069 African American cases, 3,848 African American controls	1,372 African American cases, 1,482 African American controls	6q25.2	6	154093428	OPRM1	OPRM1			4988			rs675026-?	rs675026		675026	cds-synon	0	0.72	4.9999999999999996E-6	5.301029995663981		1.2033695	[1.11-1.3]	Affymetrix [~2.74 million] (imputed)
	21347282	Lettre G	2011-02-10	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21347282	Genome-wide association study of coronary heart disease and its risk factors in 8,090 African Americans: the NHLBI CARe Project.	Hypertension	4,069 African American cases, 3,848 African American controls	1,372 African American cases, 1,482 African American controls	1q32.3	1	211527316	SLC30A1	RD3 - SLC30A1	343035	7779		34399	47723	rs7526425-?	rs7526425		7526425		1	0.84	1.0E-6	6.0		1.1627907	[1.09-1.24]	Affymetrix [~2.74 million] (imputed)
	21347282	Lettre G	2011-02-10	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/21347282	Genome-wide association study of coronary heart disease and its risk factors in 8,090 African Americans: the NHLBI CARe Project.	Hypertension	4,069 African American cases, 3,848 African American controls	1,372 African American cases, 1,482 African American controls	4q28.3	4	134601585	intergenic	PES1P1 - RPS2P27	345016	440447		272595	350551	rs10026364-T	rs10026364		10026364		1	0.2	4.0E-6	5.3979400086720375		1.28	[1.15-1.42]	Affymetrix [~2.74 million] (imputed)
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	6p12.3	6	51020055	intergenic	FTH1P5 - RPS15AP20	2509	647155		106592	517076	rs190759-?	rs190759		190759		1	0.18	4.9999999999999996E-6	5.301029995663981	(Additive)	1.11	[1.06-1.16]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	12q22	12	92496744	PLEKHG7	CLLU1 - C12orf74	574028	338809		65742	206099	rs10219495-?	rs10219495		10219495		1	0.10	4.9999999999999996E-6	5.301029995663981	(Additive)	1.14	[1.08-1.21]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	12q24.32	12	127308069	intergenic	HSPE1P20 - FLJ37505	100288726	400087		395746	573548	rs1823172-?	rs1823172		1823172		1	0.08	5.0E-7	6.301029995663981	(Additive)	1.17	[1.10-1.25]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	15q25.1	15	78633676	CHRNB4	CHRNB4			1143			rs950776-?	rs950776		950776	intron	0	0.68	4.0E-7	6.3979400086720375	(Additive)	1.09	[1.06-1.13]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	17q23.2	17	62701571	intergenic	MARCH10			162333			rs2251393-?	rs2251393		2251393	UTR-3	0	0.15	4.0E-7	6.3979400086720375	(Additive)	1.13	[1.08-1.18]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	20q13.33	20	61668355	CDH4	CDH4			1002			rs944260-?	rs944260		944260	intron	0	0.24	2.0E-6	5.698970004336019	(Additive)	1.1	[1.06-1.14]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	2p25.1	2	11370822	E2F6							rs6716724-?	rs6716724		6716724		1	0.18	6.0E-7	6.221848749616356	(Recessive)	1.39	[1.22-1.57]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	2p16.2	2	54120613	ACYP2	ACYP2			98			rs1559040-?	rs1559040		1559040	intron	0	0.11	4.0E-8	7.3979400086720375	(Recessive)	1.54	[1.32-1.79]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	2q31.2 / 2q31.3	2	179701951	ZNF385B	ZNF385B			151126			rs16866933-?	rs16866933		16866933	intron	0	0.09	6.0E-14	13.221848749616356	(Recessive)	1.69	[1.48-1.93]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	3p26.3	3	270666	CHL1	CHL1			10752			rs6764363-?	rs6764363		6764363	intron	0	0.36	6.0E-6	5.221848749616356	(Recessive)	1.19	[1.10-1.28]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	22q13.1	22	39291479	intergenic	PDGFB - RPL3	5155	6122		46527	21403	rs54211-?	rs54211		54211		1	0.13	8.0E-7	6.096910013008056	(Recessive)	1.57	[1.32-1.88]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	4q26	4	116333133	intergenic	MIR1973 - TRMT112P1	100302290	100288861		33365	45751	rs2389202-?	rs2389202		2389202		1	0.13	4.0E-7	6.3979400086720375	(Recessive)	1.43	[1.25-1.65]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	19q13.32	19	45804148	RSHL1	RSPH6A			81492			rs8111071-?	rs8111071		8111071	intron	0	0.09	4.0E-6	5.3979400086720375	(Recessive)	2.01	[1.50-2.70]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	5q22.2	5	113694467	intergenic	YTHDC2 - KCNN2	64848	3781		99180	667377	rs4621553-?	rs4621553		4621553		1	0.22	4.0E-8	7.3979400086720375	(Recessive)	1.4	[1.24-1.58]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	13q22.1	13	74168185	intergenic	KLF12 - RNY1P5	11278	100862667		33922	120915	rs12429889-?	rs12429889		12429889		1	0.16	5.0E-20	19.30102999566398	(Recessive)	1.64	[1.48-1.81]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	12q21.2	12	75826838	intergenic	RPL10P13 - PHLDA1	390345	22822		137742	198609	rs7307780-?	rs7307780		7307780		1	0.19	5.000000000000001E-15	14.301029995663981	(Recessive)	1.45	[1.33-1.59]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	11q21	11	96133536	intergenic	MAML2			84441			rs10765792-?	rs10765792		10765792	intron	0	0.11	8.0E-13	12.096910013008056	(Recessive)	1.54	[1.37-1.72]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	5q33.2	5	153677988	GRIA1	GRIA1			2890			rs12189362-?	rs12189362		12189362	intron	0	0.12	3.0E-10	9.522878745280337	(Recessive)	1.5	[1.32-1.69]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	6q25.1	6	151964552	ESR1	ESR1			2099			rs2982694-?	rs2982694		2982694	intron	0	0.14	7.000000000000001E-10	9.154901959985743	(Recessive)	1.43	[1.28-1.60]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	10p12.31	10	18661626	intergenic	ARL5B			221079			rs10829156-?	rs10829156		10829156	intron	0	0.20	4.0E-7	6.3979400086720375	(Recessive)	1.28	[1.16-1.41]	Affymetrix [319,222]
	21658281	Aouizerat BE	2011-06-09	BMC Cardiovasc Disord	www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	Sudden cardiac arrest	88 European ancestry cases, 517 European ancestry controls	NA	18p11.31	18	6939948	intergenic	SCML2P1 - LAMA1	100421167	284217		11733	1796	rs597503-?	rs597503		597503		1	0.13	2.0E-8	7.698970004336019	(Recessive)	1.45	[1.27-1.65]	Affymetrix [319,222]
